label,message
safe,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
safe,Lol yes. But it will add some spice to your day.
safe,I'm done. C ?_ there.
safe,I'm not sure if its still available though
safe,Watching ajith film ah?
safe,What happen dear. Why you silent. I am tensed
safe,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
safe,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff."
safe,Takin a shower now but yeah I'll leave when I'm done
safe,Good words.... But words may leave u in dismay many times.
safe,Ok anyway no need to change with what you said
safe,"Looks like you found something to do other than smoke, great job!"
safe,R u still working now?
safe,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
safe,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
safe,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
safe,You were supposed to wake ME up &gt;:(
safe,Delhi and chennai still silent.
safe,i see. When we finish we have loads of loans to pay
safe,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
safe,Oh god i am happy to see your message after 3 days
safe,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
safe,Nice.nice.how is it working?
safe,?? ready then call me...
safe,Where are you ? You said you would be here when I woke ... :-(
safe,I dont have that much image in class.
safe,Ugh. Gotta drive back to sd from la. My butt is sore.
phishing,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
safe,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
safe,Text her. If she doesnt reply let me know so i can have her log in
safe,I will be outside office take all from there
safe,Compliments to you. Was away from the system. How your side.
safe,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
safe,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
safe,my ex-wife was not able to have kids. Do you want kids one day?
phishing,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
safe,Be happy there. I will come after noon
safe,"And that's fine, I got enough bud to last most of the night at least"
safe,Pathaya enketa maraikara pa'
safe,K.:)do it at evening da:)urgent:)
phishing,BSN akaun disekat klik bsn-login.xyz
safe,I think just yourself ?_Thanks and see you tomo
safe,I will be gentle princess! We will make sweet gentle love...
safe,We can make a baby in yo tho
safe,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
safe,Hello madam how are you ?
safe,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
safe,Huh so late... Fr dinner?
safe,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
safe,Wait 2 min..stand at bus stop
safe,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
safe,Do you still have the grinder?
safe,Yeah whatever lol
safe,"Yeah, give me a call if you've got a minute"
safe,K do I need a login or anything
safe,Dunno lei shd b driving lor cos i go sch 1 hr oni.
safe,He is world famamus....
safe,"There'll be a minor shindig at my place later tonight, you interested?"
safe,"Ya tel, wats ur problem.."
safe,Whom you waited for yesterday
safe,"Hi elaine, is today's meeting confirmed?"
safe,Kelas tambahan Matematik hari Rabu 2 30 petang
safe,Love it! The girls at the office may wonder why you are smiling but sore...
safe,I like dis sweater fr mango but no more my size already so irritating.
phishing,"Win the newest ?Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
suspicious,Mesej penting dari pihak bank
phishing,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
safe,He dint tell anything. He is angry on me that why you told to abi.
safe,Do u hav any frnd by name ashwini in ur college?
safe,Take some small dose tablet for fever
safe,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
safe,Ok. I.ll do you right later.
safe,Oh great. I.ll disturb him more so that we can talk.
safe,As usual u can call me ard 10 smth.
safe,I wonder if you'll get this text?
safe,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
safe,Hi! This is Roger from CL. How are you?
safe,We confirm eating at esplanade?
safe,I am taking you for italian food. How about a pretty dress with no panties? :)
safe,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
safe,Eat jap done oso aft ur lect wat... ?? got lect at 12 rite...
phishing,"URGENT! Your mobile was awarded a ?1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
safe,Your brother is a genius
safe,Serious? What like proper tongued her
phishing,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
safe,"Aight yo, dats straight dogg"
safe,Hai priya are you right. What doctor said pa. Where are you.
phishing,"Final Chance! Claim ur ?150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. ?3.00 Subs 16"
safe,K:)i will give my kvb acc details:)
safe,Probably gonna swing by in a wee bit
safe,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
phishing,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
phishing,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
safe,How are you. Its been ages. How's abj
safe,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
safe,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
safe,Great! How is the office today?
phishing,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
safe,Hope you are having a good week. Just checking in
safe,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
safe,I know that my friend already told that.
safe,Terima kasih semua
safe,Hi mom we might be back later than  &lt;#&gt;
safe,I want to see your pretty pussy...
safe,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
safe,"Yo my trip got postponed, you still stocked up?"
safe,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
safe,Ugh my leg hurts. Musta overdid it on mon.
phishing,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or ?250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
safe,"?_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham"""
safe,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
safe,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
safe,No prob. I will send to your email.
safe,Sorry for the delay. Yes masters
safe,Dun need to use dial up juz open da browser n surf...
safe,"Come to me right now, Ahmad"
safe,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
safe,I know a few people I can hit up and fuck to the yes
safe,U coming 2 pick me?
safe,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
safe,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
safe,G wants to know where the fuck you are
safe,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
safe,Having lunch:)you are not in online?why?
phishing,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
safe,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
safe,Enjoy ur life. . Good night
safe,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
safe,Lara said she can loan me  &lt;#&gt; .
safe,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
safe,Good night. Am going to sleep.
phishing,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
safe,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
suspicious,Sila verify maklumat untuk elak sekatan akaun
safe,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
phishing,PRIVATE! Your 2003 Account Statement for 078
safe,I anything lor.
safe,What you did in  leave.
phishing,Apple ID locked due to suspicious activity. Unlock now: http://apple-security-alert.site
safe,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
safe,I have many dependents
safe,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
safe,I forgot 2 ask ?_ all smth.. There's a card on da present lei... How? ?? all want 2 write smth or sign on it?
safe,Detroit. The home of snow. Enjoy it.
safe,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
safe,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
safe,U attend ur driving lesson how many times a wk n which day?
phishing,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
safe,Ya just telling abt tht incident..
safe,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
safe,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
phishing,Anda menang lucky draw klik lucky-claim.site
safe,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
